Source IP,Destination IP,Protocol,Source Port,Destination Port
10.24.77.163,10.24.95.255,UDP,137,137
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.74.142,239.255.255.250,UDP,61539,1900
10.24.76.234,224.0.0.22,OTHER,-,-
10.24.76.147,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.83.202,239.255.255.250,UDP,38173,1900
10.24.77.160,224.0.0.251,UDP,5353,5353
10.24.77.207,239.255.255.250,UDP,45409,1900
10.24.76.147,224.0.0.22,OTHER,-,-
10.24.75.255,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.82.21,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.83.202,239.255.255.250,UDP,38173,1900
10.24.77.188,224.0.0.251,UDP,5353,5353
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.67.41,224.0.0.251,UDP,5353,5353
10.24.82.21,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.85.21,239.255.255.250,UDP,47276,1900
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.18,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.163,224.0.0.252,UDP,55287,5355
10.24.77.163,224.0.0.252,UDP,50211,5355
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.80.64,224.0.0.251,UDP,5353,5353
10.24.80.64,224.0.0.251,UDP,5353,5353
10.24.80.27,224.0.0.251,UDP,5353,5353
10.24.77.225,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.77.163,224.0.0.252,UDP,55287,5355
10.24.77.163,224.0.0.252,UDP,50211,5355
10.24.73.31,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.73.31,239.255.255.250,UDP,39832,1900
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.65.76,224.0.0.22,OTHER,-,-
10.24.65.76,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.82.21,224.0.0.251,UDP,5353,5353
10.24.65.76,224.0.0.251,UDP,5353,5353
10.24.83.202,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.85.21,239.255.255.250,UDP,47276,1900
10.24.77.225,239.255.255.250,UDP,49897,1900
10.24.82.120,224.0.0.22,OTHER,-,-
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.66.19,224.0.0.22,OTHER,-,-
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.66.19,224.0.0.251,UDP,5353,5353
10.24.66.19,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.73.119,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.68.192,224.0.0.2,OTHER,-,-
10.24.68.192,224.0.0.251,OTHER,-,-
0.0.0.0,255.255.255.255,UDP,68,67
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.68.192,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.74.59,239.255.255.250,UDP,57617,1900
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.68.192,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.73.222,239.255.255.250,UDP,59076,1900
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59356,1900
10.24.82.103,239.255.255.250,UDP,65342,1900
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.65.76,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.22,OTHER,-,-
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.77.48,224.0.0.251,UDP,5353,5353
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.77.163,10.24.95.255,UDP,137,137
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.75.45,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.73.237,239.255.255.250,UDP,57696,1900
10.24.77.32,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.85.21,239.255.255.250,UDP,47276,1900
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.92.63,224.0.0.22,OTHER,-,-
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.78.221,239.255.255.250,UDP,57818,1900
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.82.185,224.0.0.251,UDP,5353,5353
10.24.95.232,224.0.0.251,UDP,5353,5353
10.24.95.232,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,65342,1900
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.77.86,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.74.94,224.0.0.252,UDP,53185,5355
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.22,OTHER,-,-
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.74.94,224.0.0.22,OTHER,-,-
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.77.164,224.0.0.251,UDP,5353,5353
10.24.72.44,224.0.0.251,UDP,5353,5353
10.24.72.44,224.0.0.251,UDP,5353,5353
10.24.77.164,224.0.0.251,UDP,5353,5353
10.24.73.173,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.68.178,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59356,1900
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59357,1900
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.77.86,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.73.31,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.92.63,224.0.0.22,OTHER,-,-
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.72.187,224.0.0.251,OTHER,-,-
10.24.72.187,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.82.185,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.73.31,239.255.255.250,UDP,39832,1900
10.24.65.77,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.74.94,224.0.0.22,OTHER,-,-
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.73.237,239.255.255.250,UDP,57696,1900
10.24.75.237,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.76.16,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.76.172,91.189.91.157,UDP,55684,123
10.24.74.94,224.0.0.22,OTHER,-,-
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.77.164,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.91.14,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.72.187,224.0.0.251,UDP,5353,5353
10.24.77.86,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,OTHER,-,-
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
91.189.91.157,10.24.76.172,UDP,123,55684
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.72.187,224.0.0.251,UDP,5353,5353
10.24.77.164,224.0.0.251,UDP,5353,5353
10.24.72.44,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.74.94,224.0.0.252,UDP,59742,5355
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.73.222,239.255.255.250,UDP,59076,1900
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.65.76,224.0.0.22,OTHER,-,-
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.82.185,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.72.187,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.76.73,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.81.60,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.22,OTHER,-,-
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.77.164,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59356,1900
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59357,1900
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.72.187,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.82.103,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.249,239.255.255.250,UDP,1900,1900
10.24.77.249,239.255.255.250,UDP,1900,1900
10.24.74.235,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,64167,1900
10.24.76.234,239.255.255.250,UDP,57759,1900
10.24.76.234,239.255.255.250,UDP,51173,1900
10.24.75.17,239.255.255.250,UDP,49554,1900
10.24.72.215,224.0.0.251,OTHER,-,-
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.76.234,239.255.255.250,UDP,45801,1900
10.24.73.237,239.255.255.250,UDP,57696,1900
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.80.64,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.76.234,239.255.255.250,UDP,40724,1900
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.74.184,239.255.255.250,UDP,60664,1900
10.24.67.36,224.0.0.251,UDP,5353,5353
172.64.148.235,10.24.76.172,TCP,443,47332
10.24.76.172,172.64.148.235,TCP,47332,443
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.72.215,224.0.0.251,UDP,5353,5353
10.24.82.103,10.24.95.255,UDP,137,137
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.80.152,224.0.0.251,UDP,5353,5353
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.75.96,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.77.191,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.252,UDP,63118,5355
10.24.82.103,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.77.93,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.73.231,239.255.255.250,UDP,59356,1900
10.24.73.231,239.255.255.250,UDP,59357,1900
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,64167,1900
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.82.103,10.24.95.255,UDP,137,137
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.76.122,10.24.95.255,UDP,138,138
10.24.73.237,239.255.255.250,UDP,57696,1900
10.24.80.64,224.0.0.251,UDP,5353,5353
10.24.80.64,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.72.215,224.0.0.251,UDP,5353,5353
10.24.72.10,10.24.95.255,UDP,57621,57621
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.77.86,224.0.0.22,OTHER,-,-
10.24.74.184,239.255.255.250,UDP,60664,1900
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.83.1,224.0.0.251,UDP,5353,5353
10.24.83.1,224.0.0.251,UDP,5353,5353
10.24.66.19,224.0.0.22,OTHER,-,-
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.73.173,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.78.221,239.255.255.250,UDP,57818,1900
10.24.83.104,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,65342,1900
10.24.77.241,239.255.255.250,UDP,64190,3702
10.24.75.41,224.0.0.251,UDP,53912,5353
10.24.73.222,239.255.255.250,UDP,59076,1900
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.75.185,224.0.0.251,UDP,5353,5353
10.24.76.234,224.0.0.251,UDP,5353,5353
10.24.76.234,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.22,OTHER,-,-
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.76.28,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.88.103,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
0.0.0.0,255.255.255.255,UDP,68,67
10.24.82.103,10.24.95.255,UDP,137,137
10.24.73.231,239.255.255.250,UDP,59357,1900
10.24.67.7,224.0.0.22,OTHER,-,-
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,64167,1900
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.82.48,224.0.0.251,UDP,5353,5353
10.24.72.29,224.0.0.251,UDP,5353,5353
10.24.76.192,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.77.216,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.82.243,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.88.103,224.0.0.251,UDP,5353,5353
10.24.80.64,239.255.255.250,UDP,57047,1900
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.252,UDP,60869,5355
10.24.74.195,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.95.232,224.0.0.251,UDP,5353,5353
10.24.95.232,224.0.0.251,UDP,5353,5353
10.24.76.234,224.0.0.22,OTHER,-,-
10.24.83.104,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.77.138,224.0.0.251,UDP,5353,5353
10.24.76.158,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.252,UDP,60869,5355
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.76.250,224.0.0.251,UDP,5353,5353
10.24.68.178,224.0.0.251,UDP,5353,5353
10.24.76.31,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.72.194,224.0.0.22,OTHER,-,-
10.24.72.194,224.0.0.251,UDP,5353,5353
10.24.72.194,224.0.0.251,UDP,5353,5353
10.24.76.234,224.0.0.251,UDP,5353,5353
10.24.77.173,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.74.30,224.0.0.22,OTHER,-,-
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
10.24.75.71,224.0.0.251,UDP,5353,5353
10.24.77.43,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.77.238,224.0.0.251,UDP,5353,5353
10.24.75.237,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.71.148,224.0.0.251,UDP,5353,5353
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.77.224,224.0.0.251,UDP,5353,5353
10.24.76.172,151.101.65.91,TCP,53424,443
10.24.76.172,151.101.65.91,TCP,53424,443
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.74.23,224.0.0.251,UDP,5353,5353
10.24.76.146,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.76.174,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.252,UDP,51599,5355
10.24.82.103,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.76.62,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.82.103,239.255.255.250,UDP,64167,1900
10.24.72.138,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.77.26,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.76.122,224.0.0.251,UDP,5353,5353
10.24.80.158,224.0.0.251,UDP,5353,5353
10.24.77.249,239.255.255.250,UDP,1900,1900
10.24.77.249,224.0.0.22,OTHER,-,-
10.24.67.36,224.0.0.251,UDP,5353,5353
10.24.75.154,224.0.0.251,UDP,5353,5353
10.24.95.232,224.0.0.251,UDP,5353,5353
10.24.83.1,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.76.190,224.0.0.22,OTHER,-,-
10.24.76.190,224.0.0.22,OTHER,-,-
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.67.7,224.0.0.251,UDP,5353,5353
10.24.75.213,224.0.0.22,OTHER,-,-
10.24.77.2,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.252,UDP,59433,5355
10.24.73.229,224.0.0.22,OTHER,-,-
10.24.73.222,239.255.255.250,UDP,59076,1900
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.72.194,224.0.0.251,UDP,5353,5353
10.24.73.222,224.0.0.251,UDP,5353,5353
10.24.73.173,224.0.0.251,UDP,5353,5353
10.24.74.30,224.0.0.22,OTHER,-,-
10.24.72.70,224.0.0.251,UDP,5353,5353
10.24.77.100,224.0.0.22,OTHER,-,-
10.24.77.100,224.0.0.22,OTHER,-,-
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.82.103,224.0.0.251,UDP,5353,5353
10.24.71.188,224.0.0.251,UDP,5353,5353
10.24.82.166,224.0.0.251,UDP,5353,5353
10.24.76.34,224.0.0.251,UDP,5353,5353
10.24.82.166,239.255.255.250,UDP,52341,1900
10.24.77.100,224.0.0.22,OTHER,-,-
10.24.75.213,224.0.0.22,OTHER,-,-
10.24.66.12,224.0.0.251,UDP,5353,5353
10.24.76.190,224.0.0.251,UDP,5353,5353
10.24.74.74,224.0.0.251,UDP,5353,5353
10.24.76.190,224.0.0.22,OTHER,-,-
10.24.77.249,224.0.0.22,OTHER,-,-
0.0.0.0,255.255.255.255,UDP,68,67
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.76.235,224.0.0.251,UDP,5353,5353
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.86,224.0.0.22,OTHER,-,-
10.24.74.238,224.0.0.22,OTHER,-,-
10.24.77.100,224.0.0.251,UDP,5353,5353
10.24.75.41,224.0.0.251,UDP,5353,5353
10.24.74.238,224.0.0.251,UDP,5353,5353
10.24.77.234,224.0.0.251,UDP,5353,5353
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.65.77,224.0.0.251,UDP,5353,5353
10.24.76.235,224.0.0.251,UDP,5353,5353
10.24.76.164,224.0.0.251,UDP,5353,5353
10.24.74.9,224.0.0.251,UDP,5353,5353
10.24.75.155,224.0.0.251,UDP,5353,5353
10.24.82.238,224.0.0.251,UDP,5353,5353
10.24.85.34,224.0.0.251,UDP,5353,5353
10.24.74.238,224.0.0.251,UDP,5353,5353
10.24.74.133,224.0.0.251,UDP,5353,5353
10.24.78.221,239.255.255.250,UDP,57818,1900
10.24.75.38,224.0.0.251,UDP,5353,5353
10.24.77.150,224.0.0.251,UDP,5353,5353
